139,devolucao_edit,Edita devolução,web,2024-07-24 15:43:05,2024-07-24 15:43:05
140,devolucao_delete,Deleta devolução,web,2024-07-24 15:43:05,2024-07-24 15:43:05
141,funcionario_view,Visualiza funcionário,web,2024-07-24 15:43:05,2024-07-24 15:43:05
142,funcionario_create,Cria funcionário,web,2024-07-24 15:43:05,2024-07-24 15:43:05
143,funcionario_edit,Edita funcionário,web,2024-07-24 15:43:05,2024-07-24 15:43:05
144,funcionario_delete,Deleta funcionário,web,2024-07-24 15:43:05,2024-07-24 15:43:05
145,apuracao_mensal_view,Visualiza Apuração mensal,web,2024-07-24 15:43:05,2024-07-24 15:43:05
146,apuracao_mensal_create,Cria Apuração mensal,web,2024-07-24 15:43:05,2024-07-24 15:43:05
147,apuracao_mensal_edit,Edita Apuração mensal,web,2024-07-24 15:43:05,2024-07-24 15:43:05
148,apuracao_mensal_delete,Deleta Apuração mensal,web,2024-07-24 15:43:05,2024-07-24 15:43:05
149,ecommerce_view,Visualiza ecommerce,web,2024-07-24 15:43:05,2024-07-24 15:43:05
150,delivery_view,Visualiza delivery,web,2024-07-24 15:43:05,2024-07-24 15:43:05
151,mercado_livre_view,Visualiza mercado livre,web,2024-07-24 15:43:05,2024-07-24 15:43:05
152,nuvem_shop_view,Visualiza nuvem shop,web,2024-07-24 15:43:05,2024-07-24 15:43:05
153,relatorio_view,Visualiza relatório,web,2024-07-24 15:43:05,2024-07-24 15:43:05
154,caixa_view,Visualiza caixa,web,2024-07-24 15:43:05,2024-07-24 15:43:05
155,contas_empresa_view,Visualiza contas da empresa,web,2024-07-24 15:43:05,2024-07-24 15:43:05
156,contas_empresa_create,Cria contas da empresa,web,2024-07-24 15:43:05,2024-07-24 15:43:05
157,contas_empresa_edit,Edita contas da empresa,web,2024-07-24 15:43:05,2024-07-24 15:43:05
158,contas_empresa_delete,Deleta contas da empresa,web,2024-07-24 15:43:05,2024-07-24 15:43:05
159,contas_boleto_view,Visualiza contas de boleto,web,2024-07-24 15:43:05,2024-07-24 15:43:05
160,contas_boleto_create,Cria contas de boleto,web,2024-07-24 15:43:05,2024-07-24 15:43:05
161,contas_boleto_edit,Edita contas de boleto,web,2024-07-24 15:43:05,2024-07-24 15:43:05
162,contas_boleto_delete,Deleta contas de boleto,web,2024-07-24 15:43:05,2024-07-24 15:43:05
163,boleto_view,Visualiza boleto,web,2024-07-24 15:43:05,2024-07-24 15:43:05
164,boleto_create,Cria boleto,web,2024-07-24 15:43:05,2024-07-24 15:43:05
165,boleto_edit,Edita boleto,web,2024-07-24 15:43:06,2024-07-24 15:43:06
166,boleto_delete,Deleta boleto,web,2024-07-24 15:43:06,2024-07-24 15:43:06
167,taxa_pagamento_view,Visualiza taxa de pagamento,web,2024-07-24 15:43:06,2024-07-24 15:43:06
168,taxa_pagamento_create,Cria taxa de pagamento,web,2024-07-24 15:43:06,2024-07-24 15:43:06
169,taxa_pagamento_edit,Edita taxa de pagamento,web,2024-07-24 15:43:06,2024-07-24 15:43:06
170,taxa_pagamento_delete,Deleta taxa de pagamento,web,2024-07-24 15:43:06,2024-07-24 15:43:06
171,ordem_servico_view,Visualiza ordem de serviço,web,2024-07-24 15:43:06,2024-07-24 15:43:06
172,ordem_servico_create,Cria ordem de serviço,web,2024-07-24 15:43:06,2024-07-24 15:43:06
173,ordem_servico_edit,Edita ordem de serviço,web,2024-07-24 15:43:06,2024-07-24 15:43:06
174,ordem_servico_delete,Deleta ordem de serviço,web,2024-07-24 15:43:06,2024-07-24 15:43:06
175,difal_view,Visualiza difal,web,2024-07-24 15:43:06,2024-07-24 15:43:06
176,difal_create,Cria difal,web,2024-07-24 15:43:06,2024-07-24 15:43:06
177,difal_edit,Edita difal,web,2024-07-24 15:43:06,2024-07-24 15:43:06
178,difal_delete,Deleta difal,web,2024-07-24 15:43:06,2024-07-24 15:43:06
179,cashback_config_view,Visualiza cashback config,web,2024-07-24 15:43:06,2024-07-24 15:43:06
180,localizacao_view,Visualiza localização,web,2024-07-24 15:43:06,2024-07-24 15:43:06
